household_id,house_size,sqft,occupants,owns_PhoneCharging,owns_Radio,owns_TV,owns_IronBox,owns_ElectricKettle,owns_Fridge,owns_Microwave,owns_WashingMachine,owns_Laptop,owns_DeepFreezer,owns_Fan,owns_WaterHeater,monthly_consumption_kwh,monthly_bill_kes
H06119,1 Bed,715.0,3,1,0,1,1,0,0,1,0,0,0.0,0,0,95.42,2227
H06120,1 Bed,644.0,3,1,1,1,0,1,1,0,0,0,0.0,0,0,120.99,2928
H06121,2 Beds,919.0,5,0,0,1,1,1,1,1,0,0,0.0,1,1,242.9,6333
H06122,Studio,511.0,1,1,0,0,1,1,1,1,0,1,0.0,0,0,118.99,2872
H06123,3+ Beds,1151.0,3,1,1,0,1,1,1,1,0,0,0.0,0,0,142.27,3522
H06124,3+ Beds,1189.0,5,1,1,1,1,1,1,0,0,1,1.0,0,0,221.78,5743
H06125,3+ Beds,1240.0,5,1,0,1,1,1,0,1,0,0,0.0,0,1,168.72,4261
H06126,1 Bed,640.0,1,1,0,1,1,0,0,0,0,0,0.0,1,0,59.6,1336
H06127,1 Bed,634.0,2,1,0,1,0,0,0,1,0,0,1.0,1,1,199.35,5116
H06128,3+ Beds,1196.0,4,1,1,1,0,1,0,0,0,0,0.0,1,0,99.44,2327
H06129,2 Beds,890.0,3,1,1,1,1,0,0,0,0,0,0.0,0,0,91.17,2122
H06130,1 Bed,639.0,1,1,0,1,1,1,1,0,0,1,1.0,1,0,205.5,5288
H06131,Studio,468.0,1,1,0,1,0,1,0,1,0,1,0.0,0,1,95.93,2240
H06132,1 Bed,655.0,1,1,0,1,1,0,1,0,1,0,0.0,1,0,122.48,2969
H06133,2 Beds,970.0,5,1,0,1,1,1,1,1,0,0,0.0,0,0,146.26,3634
H06134,2 Beds,915.0,5,1,0,1,1,1,1,0,0,1,0.0,1,0,149.52,3725
H06135,1 Bed,718.0,3,1,1,1,1,1,0,0,1,0,0.0,1,0,89.97,2092
H06136,3+ Beds,1207.0,7,1,1,1,1,0,0,0,0,0,0.0,0,0,138.03,3404
H06137,2 Beds,971.0,5,1,0,1,1,1,1,1,0,0,0.0,0,0,158.56,3977
H06138,2 Beds,897.0,3,1,0,1,1,1,1,0,0,1,0.0,1,0,149.4,3721
H06139,1 Bed,700.0,1,1,1,0,1,0,1,0,0,1,0.0,0,0,103.05,2427
H06140,1 Bed,658.0,1,1,0,1,1,0,0,1,0,0,0.0,1,0,70.38,1604
H06141,1 Bed,716.0,2,1,1,1,1,0,0,1,1,0,,1,0,86.36,2002
H06142,3+ Beds,1171.0,4,1,1,1,1,0,1,0,0,0,0.0,1,0,152.61,3811
H06143,1 Bed,634.0,2,1,0,1,1,1,0,1,0,0,0.0,1,0,87.52,2031
H06144,1 Bed,667.0,2,1,1,0,0,1,0,0,0,0,1.0,1,0,107.27,2544
H06145,1 Bed,614.0,2,1,0,1,1,1,1,0,0,0,0.0,1,0,107.8,2559
H06146,3+ Beds,1260.0,6,1,0,0,1,0,1,1,0,0,0.0,1,0,162.82,4096
H06147,2 Beds,895.0,3,1,1,1,1,0,1,1,0,1,0.0,0,0,134.33,3300
H06148,Studio,473.0,2,1,1,1,1,1,0,0,0,0,0.0,1,1,101.24,2376
H06149,1 Bed,693.0,2,1,1,1,1,1,0,0,0,1,0.0,1,0,102.41,2409
H06150,1 Bed,676.0,1,1,0,0,1,0,1,0,0,0,0.0,1,0,109.83,2616
H06151,Studio,423.0,2,1,0,1,1,0,0,1,0,0,0.0,0,0,64.24,1452
H06152,3+ Beds,1149.0,4,1,0,1,1,1,1,1,0,0,0.0,0,1,206.61,5319
H06153,3+ Beds,1136.0,6,1,0,0,1,1,0,0,0,1,0.0,0,0,123.07,2986
H06154,Studio,416.0,2,1,0,1,1,1,0,0,1,1,0.0,0,0,81.36,1878
H06155,2 Beds,872.0,5,1,1,1,1,0,1,0,0,0,0.0,0,0,163.75,4122
H06156,1 Bed,620.0,2,1,0,1,1,0,1,0,0,0,0.0,0,0,105.33,2490
H06157,1 Bed,670.0,3,1,0,1,1,0,1,0,0,0,1.0,1,0,194.3,4975
H06158,1 Bed,598.0,2,1,0,0,1,0,1,0,1,0,0.0,0,1,141.61,3504
H06159,Studio,388.0,1,1,1,1,1,0,0,0,0,1,0.0,1,0,60.67,1363
H06160,2 Beds,909.0,5,1,1,1,1,0,0,1,0,0,0.0,1,0,122.98,2983
H06161,1 Bed,723.0,3,1,0,1,1,0,1,0,1,1,0.0,0,0,133.09,3266
H06162,2 Beds,865.0,4,1,1,1,1,0,1,0,0,0,0.0,0,0,142.72,3535
H06163,3+ Beds,1197.0,3,1,0,1,1,0,1,0,1,0,0.0,1,0,143.92,3568
H06164,2 Beds,900.0,3,1,1,1,1,0,1,0,0,0,0.0,0,0,109.76,2614
H06165,1 Bed,695.0,1,1,0,1,1,1,0,0,0,0,0.0,0,0,55.11,1224
H06166,Studio,486.0,1,1,0,0,1,0,1,0,0,1,0.0,1,0,85.36,1977
H06167,2 Beds,884.0,5,1,0,0,1,1,0,0,1,0,0.0,0,0,97.8,2287
H06168,2 Beds,938.0,3,1,1,1,1,0,1,1,1,0,0.0,1,0,146.6,3643
H06169,2 Beds,904.0,5,1,0,1,1,0,0,0,0,0,0.0,0,0,112.84,2700
H06170,Studio,484.0,1,1,1,1,1,0,1,1,0,0,1.0,0,0,149.92,3736
H06171,Studio,523.0,2,1,1,1,1,1,1,0,0,1,0.0,1,0,130.06,3181
H06172,3+ Beds,1115.0,4,1,0,1,0,1,0,0,0,0,0.0,0,0,84.59,1958
H06173,2 Beds,845.0,3,1,1,0,1,1,1,0,0,0,0.0,0,0,133.73,3284
H06174,Studio,398.0,2,1,1,1,1,0,0,1,0,0,0.0,1,0,59.8,1341
H06175,2 Beds,852.0,4,1,1,1,0,1,0,1,1,0,0.0,0,0,107.46,2550
H06176,Studio,456.0,1,1,1,1,1,1,1,0,0,1,,1,0,133.81,3286
H06177,2 Beds,906.0,2,1,1,0,1,0,0,0,0,0,1.0,0,0,94.96,2216
H06178,2 Beds,970.0,4,1,0,1,1,1,1,1,0,0,0.0,1,0,174.19,4414
H06179,2 Beds,957.0,5,1,1,1,0,1,1,0,0,0,0.0,0,0,165.36,4167
H06180,Studio,463.0,2,1,1,1,0,1,0,1,0,1,0.0,1,1,121.58,2944
H06181,3+ Beds,1196.0,7,1,1,1,0,1,0,0,0,1,1.0,0,0,215.33,5563
H06182,3+ Beds,1228.0,3,1,1,1,1,1,1,1,0,0,0.0,1,0,153.17,3827
H06183,3+ Beds,1218.0,4,1,0,1,0,1,1,1,0,0,0.0,0,0,140.4,3470
H06184,2 Beds,883.0,3,1,0,1,1,1,1,1,0,0,0.0,0,0,130.52,3194
H06185,1 Bed,679.0,2,1,1,1,0,0,1,0,0,0,0.0,0,1,139.61,3448
H06186,3+ Beds,1181.0,5,1,1,1,0,1,0,0,0,0,0.0,0,0,119.37,2882
H06187,2 Beds,898.0,3,1,0,0,1,0,0,1,1,0,0.0,1,0,88.09,2045
H06188,2 Beds,895.0,4,1,0,1,0,0,1,0,0,0,0.0,1,0,100.74,2362
H06189,2 Beds,878.0,2,1,1,0,0,0,0,0,0,1,0.0,0,0,61.6,1386
H06190,1 Bed,626.0,2,1,1,1,1,1,1,0,0,0,0.0,0,0,123.39,2995
H06191,3+ Beds,1204.0,3,1,0,1,1,0,1,0,0,0,0.0,0,0,137.92,3401
H06192,2 Beds,896.0,3,1,0,1,1,1,1,1,0,0,0.0,1,0,155.69,3897
H06193,1 Bed,602.0,1,1,0,1,1,0,0,0,0,1,1.0,0,1,157.59,3950
H06194,1 Bed,717.0,1,1,0,1,1,1,0,1,0,1,0.0,0,0,95.6,2232
H06195,Studio,518.0,2,1,1,1,1,1,0,0,0,0,0.0,1,1,121.16,2932
H06196,1 Bed,716.0,1,1,0,1,1,0,1,0,0,1,0.0,0,0,100.02,2342
H06197,3+ Beds,1247.0,3,1,0,1,1,1,1,0,0,0,1.0,1,0,221.08,5723
H06198,1 Bed,647.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,124.66,3030
H06199,1 Bed,614.0,2,1,1,1,1,1,0,0,0,0,0.0,1,0,49.15,1076
H06200,3+ Beds,1161.0,6,1,0,1,0,0,0,1,0,0,0.0,1,1,163.3,4109
H06201,Studio,382.0,1,1,0,1,1,0,0,0,0,1,0.0,1,0,69.43,1581
H06202,Studio,438.0,2,1,0,1,1,1,0,0,0,0,0.0,1,0,83.96,1942
H06203,2 Beds,833.0,2,1,0,1,1,0,1,0,0,0,0.0,1,0,107.25,2544
H06204,Studio,455.0,1,1,1,1,1,0,0,0,0,1,0.0,1,0,70.3,1602
H06205,2 Beds,,3,1,0,1,1,0,1,1,0,0,0.0,1,0,136.88,3372
H06206,3+ Beds,1179.0,7,1,0,1,1,1,1,1,0,0,0.0,1,0,192.0,4911
H06207,2 Beds,879.0,2,1,1,1,1,1,1,0,0,1,0.0,0,1,212.71,5490
H06208,Studio,448.0,2,1,0,1,1,0,1,0,0,0,0.0,0,1,131.4,3218
H06209,1 Bed,673.0,3,1,0,1,1,1,0,0,0,0,0.0,1,0,95.74,2235
H06210,2 Beds,887.0,5,1,0,0,1,0,1,1,0,1,0.0,1,1,209.45,5399
H06211,3+ Beds,1267.0,4,1,1,1,1,1,1,0,0,0,0.0,0,0,168.93,4267
H06212,2 Beds,865.0,4,1,1,0,0,1,1,0,1,0,0.0,1,0,142.81,3537
H06213,2 Beds,876.0,4,1,0,0,1,0,1,0,1,0,0.0,1,0,153.29,3830
H06214,2 Beds,882.0,5,0,1,1,0,1,0,0,1,1,0.0,0,0,125.88,3064
H06215,1 Bed,642.0,2,1,1,1,1,0,1,1,0,1,0.0,0,0,145.9,3623
H06216,2 Beds,909.0,3,1,0,0,1,1,1,0,0,1,0.0,0,0,150.08,3740
H06217,Studio,472.0,1,1,1,1,1,1,1,0,0,0,0.0,1,0,119.6,2889
H06218,1 Bed,637.0,2,1,1,1,1,1,0,0,0,0,0.0,1,0,71.45,1631
H06219,3+ Beds,1263.0,5,1,1,0,1,1,1,0,1,0,0.0,0,0,172.26,4360
H06220,1 Bed,,1,0,0,1,1,0,0,0,0,1,0.0,1,0,47.59,1037
H06221,2 Beds,911.0,3,1,1,1,1,1,1,1,0,0,0.0,0,0,139.19,3436
H06222,2 Beds,902.0,3,1,1,1,1,1,0,1,0,0,0.0,0,0,103.0,2425
H06223,1 Bed,597.0,3,1,1,1,1,1,1,0,0,1,0.0,1,0,125.24,3046
H06224,3+ Beds,1144.0,6,1,1,1,0,0,1,0,0,1,0.0,0,0,157.55,3949
H06225,1 Bed,654.0,3,1,0,1,1,1,0,1,0,1,0.0,0,1,147.92,3680
H06226,3+ Beds,1245.0,3,1,1,0,1,0,1,1,0,0,0.0,1,0,118.17,2849
H06227,1 Bed,,3,1,1,1,1,0,0,1,1,0,0.0,1,0,110.3,2629
H06228,2 Beds,897.0,4,1,0,0,0,0,1,1,1,0,0.0,0,1,183.18,4665
H06229,3+ Beds,1187.0,4,1,0,1,1,0,0,0,0,0,0.0,0,0,76.39,1754
H06230,3+ Beds,1180.0,7,1,1,1,1,0,0,1,0,1,0.0,1,0,135.68,3338
H06231,1 Bed,634.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,123.18,2989
H06232,1 Bed,675.0,3,1,0,0,1,0,0,0,0,0,0.0,0,0,73.39,1679
H06233,2 Beds,941.0,2,1,1,1,1,0,1,0,0,1,0.0,1,1,154.53,3865
H06234,2 Beds,921.0,4,1,1,1,1,1,1,0,0,0,0.0,0,0,127.27,3103
H06235,Studio,423.0,1,1,1,1,0,0,1,0,0,0,0.0,1,0,78.28,1801
H06236,1 Bed,672.0,2,1,0,1,0,0,1,0,0,0,0.0,1,0,128.76,3145
H06237,3+ Beds,1240.0,5,1,1,1,1,0,0,1,0,1,0.0,0,0,132.33,3244
H06238,2 Beds,828.0,2,1,0,1,1,1,0,1,0,1,0.0,0,0,96.11,2245
H06239,1 Bed,662.0,1,1,0,1,1,0,0,0,1,0,0.0,0,0,51.37,1131
H06240,2 Beds,878.0,4,1,0,1,1,0,1,0,0,0,0.0,1,0,115.83,2784
H06241,1 Bed,654.0,1,1,1,1,1,0,0,0,0,1,0.0,1,0,62.76,1415
H06242,3+ Beds,1150.0,7,1,0,0,1,1,0,1,0,1,0.0,0,0,142.61,3532
H06243,1 Bed,608.0,1,1,1,0,0,1,0,0,0,1,0.0,1,1,100.44,2354
H06244,Studio,445.0,2,1,0,1,1,0,0,0,0,0,0.0,0,0,49.57,1087
H06245,1 Bed,628.0,1,1,0,0,0,1,0,0,0,1,0.0,1,0,60.89,1368
H06246,1 Bed,630.0,3,1,0,1,1,0,1,0,0,0,0.0,1,0,116.94,2815
H06247,3+ Beds,1165.0,4,1,1,1,1,0,1,0,1,0,0.0,0,0,170.96,4323
H06248,1 Bed,666.0,3,1,1,1,1,1,1,0,0,0,0.0,0,0,135.32,3328
H06249,1 Bed,691.0,3,1,1,1,1,1,0,1,0,0,0.0,0,0,81.12,1872
H06250,3+ Beds,1162.0,5,1,1,1,1,0,1,0,1,0,0.0,0,0,151.21,3772
H06251,1 Bed,659.0,1,1,0,1,1,0,0,0,0,0,0.0,1,0,47.85,1044
H06252,2 Beds,882.0,5,1,1,1,1,1,0,1,0,0,1.0,1,0,164.84,4153
H06253,3+ Beds,1209.0,5,1,1,1,0,0,0,0,0,0,0.0,0,0,97.22,2272
H06254,3+ Beds,1242.0,6,1,0,1,1,0,1,1,0,1,0.0,1,0,181.64,4622
H06255,1 Bed,659.0,2,1,1,1,1,1,1,0,0,0,0.0,0,0,116.41,2800
H06256,1 Bed,644.0,1,1,1,0,1,1,0,0,0,1,1.0,0,0,164.26,4136
H06257,1 Bed,608.0,3,1,0,0,1,1,0,0,0,0,1.0,0,0,114.54,2747
H06258,2 Beds,942.0,2,1,1,1,1,0,1,0,1,0,0.0,1,1,177.11,4495
H06259,1 Bed,713.0,1,0,1,1,1,0,1,0,0,0,0.0,0,0,96.23,2248
H06260,1 Bed,574.0,1,1,0,0,1,0,0,1,0,0,0.0,0,0,43.06,925
H06261,1 Bed,671.0,2,1,1,1,0,1,1,0,0,0,0.0,0,0,111.15,2653
H06262,Studio,442.0,1,1,1,1,0,1,1,1,0,1,,1,0,122.91,2981
H06263,2 Beds,849.0,5,1,0,1,1,1,0,0,1,1,0.0,1,0,132.06,3237
H06264,1 Bed,716.0,3,1,1,1,1,1,0,0,1,0,0.0,1,0,112.4,2688
H06265,1 Bed,,3,1,0,1,1,1,0,0,0,1,0.0,1,1,122.56,2972
H06266,1 Bed,730.0,3,1,0,0,1,1,0,1,0,0,0.0,1,1,106.53,2524
H06267,1 Bed,618.0,2,1,1,0,1,1,0,0,0,0,0.0,0,0,51.28,1129
H06268,1 Bed,631.0,1,1,1,1,1,1,0,0,0,1,0.0,0,0,63.63,1436
H06269,1 Bed,591.0,1,1,1,1,1,1,0,1,0,0,0.0,1,0,84.96,1967
H06270,2 Beds,901.0,4,1,1,1,1,0,1,0,0,1,0.0,0,0,149.77,3732
H06271,1 Bed,583.0,1,1,0,1,1,0,1,0,0,1,0.0,1,0,117.0,2816
H06272,2 Beds,886.0,4,1,0,1,1,1,1,1,0,0,0.0,1,0,160.98,4045
H06273,1 Bed,693.0,2,1,1,1,1,0,1,0,1,0,0.0,0,1,180.35,4586
H06274,Studio,469.0,1,1,1,0,1,1,1,0,0,0,0.0,1,1,143.87,3567
H06275,Studio,486.0,1,1,0,1,1,0,1,1,0,0,0.0,0,1,153.05,3823
H06276,3+ Beds,1204.0,6,1,0,1,1,0,0,0,0,0,0.0,0,0,130.23,3186
H06277,Studio,478.0,1,1,0,1,0,0,1,0,0,0,0.0,0,0,85.1,1971
H06278,1 Bed,644.0,3,1,0,1,1,1,0,0,0,0,0.0,1,0,92.12,2145
H06279,3+ Beds,1150.0,7,1,0,0,1,0,1,0,0,0,1.0,0,0,183.96,4687
H06280,Studio,467.0,1,1,1,1,0,1,0,1,1,1,0.0,1,1,146.04,3627
H06281,1 Bed,646.0,2,1,0,1,0,0,1,1,1,0,1.0,0,0,172.07,4354
H06282,1 Bed,,2,1,0,1,1,1,1,0,0,0,0.0,0,0,102.92,2423
H06283,3+ Beds,1156.0,4,1,1,1,1,0,0,0,0,1,0.0,0,0,107.53,2552
H06284,Studio,496.0,1,1,1,0,1,1,1,1,0,0,0.0,0,0,113.77,2726
H06285,3+ Beds,1135.0,3,1,0,1,1,1,1,0,0,1,0.0,0,1,200.29,5143
H06286,Studio,416.0,1,1,1,0,1,1,1,0,0,1,0.0,1,0,125.64,3058
H06287,2 Beds,913.0,3,1,0,0,0,1,1,1,0,1,0.0,1,0,114.57,2748
H06288,2 Beds,922.0,4,1,1,1,1,0,0,0,0,0,0.0,0,0,103.47,2438
H06289,2 Beds,908.0,2,1,1,1,0,0,0,1,0,0,0.0,1,1,117.05,2818
H06290,2 Beds,840.0,4,1,0,1,1,0,1,1,0,0,0.0,1,0,150.17,3743
H06291,1 Bed,691.0,1,1,1,1,1,0,1,0,1,0,0.0,0,0,111.65,2667
H06292,1 Bed,644.0,2,1,0,1,1,0,0,1,0,1,0.0,0,0,69.68,1587
H06293,3+ Beds,1141.0,6,1,1,1,0,0,0,1,0,0,0.0,0,0,103.15,2429
H06294,1 Bed,691.0,1,1,1,0,0,0,0,0,0,1,0.0,0,0,57.78,1291
H06295,2 Beds,895.0,4,1,1,0,1,1,0,1,0,1,0.0,1,0,108.22,2571
H06296,2 Beds,827.0,4,1,1,0,1,0,0,1,0,1,1.0,1,0,159.4,4001
H06297,3+ Beds,1095.0,7,1,1,1,1,0,1,0,0,0,0.0,1,0,177.41,4504
H06298,1 Bed,642.0,2,1,0,1,1,0,1,1,0,1,0.0,0,0,111.17,2653
H06299,1 Bed,624.0,1,1,1,1,1,1,0,0,0,1,0.0,1,0,87.08,2020
H06300,3+ Beds,1209.0,6,1,0,0,1,1,1,1,0,1,0.0,1,0,187.39,4782
H06301,2 Beds,904.0,3,1,1,1,0,0,1,1,0,0,0.0,0,0,124.06,3013
H06302,2 Beds,868.0,5,1,1,1,1,0,1,0,0,1,0.0,0,0,153.57,3838
H06303,2 Beds,,4,1,1,1,1,1,0,0,0,0,0.0,0,0,105.08,2483
H06304,2 Beds,907.0,5,1,0,1,1,1,0,0,0,0,0.0,1,0,107.99,2565
H06305,3+ Beds,,6,1,1,1,1,1,1,0,1,1,0.0,0,0,163.88,4126
H06306,2 Beds,929.0,2,1,0,1,1,0,1,0,0,0,0.0,0,1,178.92,4546
H06307,Studio,456.0,2,1,0,1,0,0,1,0,0,1,0.0,0,0,96.17,2246
H06308,3+ Beds,1191.0,7,1,0,0,1,1,1,1,0,0,0.0,1,1,233.41,6068
H06309,Studio,462.0,2,1,1,1,1,1,0,0,0,0,0.0,0,0,83.17,1923
H06310,3+ Beds,1167.0,5,1,1,1,1,1,0,0,0,1,0.0,0,0,138.47,3416
H06311,Studio,418.0,2,1,0,0,1,0,1,0,0,0,0.0,1,0,86.38,2002
H06312,2 Beds,894.0,2,0,1,1,1,0,0,0,0,0,0.0,0,0,66.35,1504
H06313,2 Beds,862.0,3,1,1,1,1,0,0,1,0,1,0.0,1,0,113.62,2722
H06314,Studio,507.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,84.32,1951
H06315,2 Beds,908.0,2,1,1,1,1,0,0,0,0,1,0.0,0,0,93.0,2167
H06316,2 Beds,927.0,5,1,1,1,1,1,0,1,0,0,0.0,0,0,116.5,2802
H06317,Studio,518.0,1,1,1,1,1,0,0,0,0,1,0.0,1,0,75.99,1744
H06318,3+ Beds,1255.0,7,1,1,1,1,1,0,1,0,0,0.0,1,0,150.23,3744
H06319,2 Beds,980.0,3,1,0,1,1,0,1,0,0,0,0.0,1,0,131.18,3212
H06320,1 Bed,616.0,2,1,1,1,1,0,0,0,0,0,0.0,0,0,46.4,1008
H06321,3+ Beds,1263.0,3,1,0,0,0,0,1,0,0,0,0.0,0,0,117.7,2836
H06322,1 Bed,633.0,2,1,1,0,1,0,1,0,0,0,0.0,1,0,111.54,2664
H06323,1 Bed,641.0,2,1,0,0,1,0,0,0,0,0,0.0,1,1,123.55,2999
H06324,3+ Beds,1207.0,6,1,0,1,1,0,1,0,1,0,0.0,1,0,181.82,4627
H06325,1 Bed,653.0,1,1,0,0,0,1,1,0,0,0,0.0,0,1,149.65,3728
H06326,3+ Beds,1199.0,6,0,1,1,0,0,0,1,0,0,0.0,1,1,159.94,4016
H06327,1 Bed,662.0,2,1,1,1,1,0,0,1,0,1,0.0,1,0,79.48,1831
H06328,3+ Beds,1259.0,5,1,0,0,1,0,1,0,0,0,0.0,0,0,147.56,3670
H06329,1 Bed,564.0,3,1,0,1,1,0,1,1,0,0,0.0,0,1,153.62,3839
H06330,2 Beds,843.0,5,1,0,1,1,0,0,0,0,0,0.0,0,0,81.1,1871
H06331,2 Beds,849.0,5,1,1,1,1,1,1,0,0,0,0.0,0,0,150.44,3750
H06332,1 Bed,661.0,3,1,0,1,1,0,1,1,0,1,0.0,1,0,134.3,3299
H06333,2 Beds,904.0,5,1,1,0,1,0,1,0,0,0,0.0,1,0,129.28,3159
H06334,2 Beds,915.0,4,1,1,1,1,0,0,0,0,1,1.0,0,0,159.95,4016
H06335,Studio,524.0,1,1,0,1,1,1,1,0,0,1,0.0,0,0,105.72,2501
H06336,3+ Beds,1201.0,3,1,1,0,1,0,1,1,0,1,0.0,0,0,112.96,2703
H06337,3+ Beds,1144.0,4,1,0,1,1,0,0,0,0,0,0.0,0,0,93.68,2184
H06338,1 Bed,667.0,2,1,1,1,1,0,1,0,0,0,0.0,1,0,108.42,2577
H06339,1 Bed,721.0,1,1,1,1,1,0,1,1,1,0,0.0,0,0,97.47,2278
H06340,1 Bed,727.0,1,1,0,1,1,1,1,0,0,0,0.0,0,0,113.47,2718
H06341,2 Beds,897.0,2,1,0,1,0,1,1,0,0,0,1.0,0,0,194.38,4978
H06342,2 Beds,906.0,5,1,0,1,1,1,0,0,0,0,0.0,0,0,110.39,2632
H06343,1 Bed,663.0,3,1,1,1,1,1,0,0,0,1,0.0,0,1,170.53,4311
H06344,2 Beds,923.0,4,1,0,1,0,0,1,1,0,1,0.0,1,1,202.95,5217
H06345,1 Bed,645.0,2,1,0,1,1,0,0,0,0,1,0.0,0,0,74.04,1695
H06346,2 Beds,882.0,3,1,1,1,1,0,1,1,0,0,0.0,1,0,141.89,3511
H06347,2 Beds,960.0,3,1,0,1,1,1,0,1,0,1,1.0,0,0,153.45,3834
H06348,Studio,510.0,1,1,1,1,1,0,1,0,0,0,0.0,1,0,116.37,2799
H06349,2 Beds,901.0,3,1,1,1,1,1,1,0,0,1,0.0,1,0,136.7,3366
H06350,2 Beds,877.0,3,1,1,1,1,1,1,0,0,0,0.0,0,0,94.57,2206
H06351,3+ Beds,1176.0,6,1,1,0,1,0,0,0,1,1,0.0,0,1,157.17,3938
H06352,1 Bed,605.0,2,1,1,1,1,0,1,0,1,1,1.0,0,0,195.1,4998
H06353,1 Bed,602.0,3,1,0,0,1,1,1,0,1,1,0.0,0,0,103.09,2428
H06354,3+ Beds,1189.0,5,1,1,1,1,1,1,1,0,0,0.0,1,0,175.87,4461
H06355,Studio,422.0,1,1,0,1,0,0,0,0,0,1,1.0,0,0,98.85,2313
H06356,3+ Beds,1211.0,4,1,0,1,1,0,1,0,0,0,0.0,1,0,154.24,3856
H06357,1 Bed,630.0,1,1,1,1,1,1,1,0,1,1,0.0,1,1,190.54,4870
H06358,1 Bed,614.0,2,1,1,0,1,0,1,1,0,1,0.0,0,0,116.8,2811
H06359,3+ Beds,1185.0,5,1,0,1,1,0,1,0,0,0,0.0,0,0,160.54,4032
H06360,1 Bed,553.0,1,1,1,1,1,1,0,0,0,0,0.0,1,0,86.97,2017
H06361,1 Bed,664.0,2,1,0,1,1,0,0,1,0,0,0.0,1,0,72.89,1667
H06362,1 Bed,641.0,1,1,1,1,1,1,1,0,1,0,0.0,0,1,165.23,4163
H06363,2 Beds,953.0,3,1,0,0,1,0,1,1,0,0,1.0,0,0,166.84,4208
H06364,2 Beds,882.0,5,1,0,1,1,0,0,0,0,0,0.0,0,0,108.77,2586
H06365,1 Bed,644.0,2,1,0,1,1,0,1,1,0,0,0.0,0,1,184.31,4696
H06366,1 Bed,614.0,1,1,1,1,1,0,1,0,0,1,0.0,0,1,104.43,2465
H06367,1 Bed,731.0,1,1,1,0,1,0,0,0,1,0,0.0,1,1,87.7,2035
H06368,3+ Beds,1211.0,7,1,1,1,1,0,1,1,0,0,0.0,0,0,166.31,4194
H06369,1 Bed,697.0,2,1,1,1,0,0,0,1,0,1,,1,1,139.14,3435
H06370,2 Beds,887.0,5,1,0,1,1,0,0,0,0,1,1.0,1,1,210.06,5416
H06371,3+ Beds,1223.0,3,1,0,1,1,0,0,0,0,0,0.0,1,0,88.66,2059
H06372,1 Bed,613.0,1,1,1,0,0,1,1,1,0,0,0.0,1,0,97.41,2277
H06373,3+ Beds,1176.0,4,1,1,1,1,0,0,0,0,0,0.0,0,0,94.36,2201
H06374,1 Bed,638.0,2,1,1,1,1,0,1,0,0,0,0.0,1,1,162.79,4095
H06375,2 Beds,865.0,2,1,0,1,1,0,0,0,0,0,0.0,0,0,54.62,1212
H06376,1 Bed,678.0,1,1,1,1,1,0,1,0,0,1,0.0,1,0,111.52,2663
H06377,2 Beds,932.0,3,1,1,1,0,1,1,0,0,1,0.0,1,1,218.48,5651
H06378,2 Beds,946.0,5,1,0,1,0,0,0,0,0,0,0.0,0,1,120.21,2906
H06379,2 Beds,864.0,3,1,1,1,1,1,0,0,0,1,0.0,0,0,103.03,2426
H06380,3+ Beds,1177.0,4,1,0,1,0,0,1,0,0,1,0.0,0,0,125.17,3044
H06381,1 Bed,648.0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,37.0,774
H06382,Studio,475.0,1,1,1,1,1,0,0,0,1,1,0.0,0,0,57.13,1275
H06383,3+ Beds,,6,1,1,0,1,1,1,0,0,0,0.0,0,0,167.11,4216
H06384,2 Beds,889.0,4,1,0,1,1,1,1,1,0,1,0.0,1,0,144.76,3592
H06385,2 Beds,939.0,2,1,0,1,1,0,0,1,0,1,0.0,1,0,89.84,2089
H06386,2 Beds,903.0,4,1,1,1,1,0,1,0,0,1,0.0,0,0,149.23,3716
H06387,Studio,,1,1,1,1,1,0,1,1,0,0,0.0,0,0,113.56,2720
H06388,1 Bed,605.0,2,1,1,1,1,0,0,1,0,0,0.0,0,1,101.99,2397
H06389,Studio,436.0,2,1,0,1,1,1,0,0,0,1,0.0,1,0,71.83,1640
H06390,2 Beds,926.0,5,1,1,1,1,1,1,0,0,1,0.0,1,0,199.58,5123
H06391,3+ Beds,1239.0,4,1,1,1,1,0,1,1,0,1,0.0,1,1,205.34,5284
H06392,2 Beds,834.0,3,0,1,0,1,0,0,1,1,0,0.0,0,0,96.93,2265
H06393,3+ Beds,1215.0,5,1,1,1,1,0,1,1,0,0,0.0,0,0,156.77,3927
H06394,1 Bed,635.0,2,1,1,0,0,1,1,0,1,1,0.0,0,1,177.09,4495
H06395,Studio,413.0,2,1,1,0,1,0,1,0,1,1,0.0,0,1,143.61,3559
H06396,1 Bed,720.0,2,1,0,0,1,0,1,0,0,0,0.0,0,0,87.46,2029
H06397,1 Bed,675.0,3,1,0,0,1,0,1,1,0,0,0.0,1,0,113.22,2711
H06398,1 Bed,607.0,1,1,1,1,1,1,0,1,0,0,0.0,0,0,62.17,1400
H06399,1 Bed,609.0,1,1,0,1,1,1,1,0,0,0,0.0,0,0,111.33,2658
H06400,1 Bed,656.0,3,1,0,0,1,1,1,0,0,1,0.0,0,0,107.96,2564
